kind	text	url
attachment	[原件]莆政办50关于加强莆田市企业社会责任评估工作促进企业绿色可持续发展的通知.pdf	https://www.putian.gov.cn/zfxxgk/szfwj/qt/202108/P020210817351657423823.pdf
