url	from_url	note
http://www.ptxy.gov.cn/zwgk/jytabl/zxta/202209/t20220901_1749843.htm	direct:/zwgk/zdlyxxgk/yata/zxta/	enum-other-site
http://www.ptxy.gov.cn/zwgk/jytabl/zxta/202209/t20220901_1749845.htm	direct:/zwgk/zdlyxxgk/yata/zxta/	enum-other-site
http://www.ptxy.gov.cn/zwgk/jytabl/zxta/202209/t20220901_1749846.htm	direct:/zwgk/zdlyxxgk/yata/zxta/	enum-other-site
http://www.ptxy.gov.cn/zwgk/jytabl/zxta/202209/t20220901_1749849.htm	direct:/zwgk/zdlyxxgk/yata/zxta/	enum-other-site
http://www.ptxy.gov.cn/zwgk/jytabl/zxta/202209/t20220901_1749850.htm	direct:/zwgk/zdlyxxgk/yata/zxta/	enum-other-site
http://www.ptxyfsyy.com.cn/	direct:/zfxxgk/ggqsydwxxgk/yllyggqsydw/	enum-other-site
http://www.xianyou.gov.cn/xxgk/jhgh/gzbg_1251/	direct:/zwgk/jhzj/xqgzbg/	enum-other-site
http://www.xianyou.gov.cn/xxgk/yjgl/yjgz/202306/t20230601_1822939.htm	direct:/zwgk/zdlyxxgk/shgysyjsly/zhsgjyly/szyl/	enum-other-site
http://www.xianyou.gov.cn/xxgk/zfxxgkzl/xzgfxwj/	bmzfxxgk-root	enum-other-site
http://www.xianyou.gov.cn/xxgk/zfxxgkzl/ysqgk/	bmzfxxgk-root	enum-other-site
http://www.xianyou.gov.cn/xxgk/zfxxgkzl/zfxxgkndbg/	bmzfxxgk-root	enum-other-site
http://wxgzh.ptswater.cn/mobile_news-915.html	direct:/zwgk/zdlyxxgk/xzsysf/ggqsydwsf/	enum-other-site
http://zzxszy.people.cn/n1/2025/0427/c458757-40469373.html	direct:/jdhy/hygq/	enum-other-site
http://zzxszy.people.cn/n1/2025/0427/c458757-40469373.html	jdhy-root	enum-other-site
http://zzxszy.people.cn/n1/2025/0714/c458757-40521184.html	direct:/jdhy/hygq/	enum-other-site
http://zzxszy.people.cn/n1/2025/0714/c458757-40521184.html	jdhy-root	enum-other-site
http://zzxszy.people.cn/n1/2026/0420/c458757-40705022.html	direct:/jdhy/hygq/	enum-other-site
http://zzxszy.people.cn/n1/2026/0420/c458757-40705022.html	jdhy-root	enum-other-site
https://h.xinhuaxmt.com/vh512/share/12801442?docid=12801442&newstype=1001&d=1350196&channel=weixinp&wxst=1761812441306&time=1761813336808	direct:/jdhy/hygq/	enum-other-site
https://h.xinhuaxmt.com/vh512/share/12801442?docid=12801442&newstype=1001&d=1350196&channel=weixinp&wxst=1761812441306&time=1761813336808	jdhy-root	enum-other-site
https://liuyan.www.gov.cn/2024wwzfgzbgtjy/bmdf.html?q=fj	direct:/zwgk/ptdt/ptyw/	enum-other-site
https://mp.weixin.qq.com/s/0jaYs6fyY-5u9byXihI7aQ	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/1-Uu0L35A_dE3ivvemuiUg	direct:/jdhy/hygq/	enum-other-site
https://mp.weixin.qq.com/s/1-Uu0L35A_dE3ivvemuiUg	jdhy-root	enum-other-site
https://mp.weixin.qq.com/s/1qmp9MfVZxKWO8koYTcExg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/2ohHcvAFPw_4RkJALkG4Vw	direct:/jdhy/hygq/	enum-other-site
https://mp.weixin.qq.com/s/2ohHcvAFPw_4RkJALkG4Vw	jdhy-root	enum-other-site
https://mp.weixin.qq.com/s/48vtZZ-dZ-Yg1qnd87HxxQ	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/4ENO1NTGbI98yKv4BaACNg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/8L3YWy0OkYkc0dF45decZw	direct:/zwgk/ptdt/bmdt/	enum-other-site
https://mp.weixin.qq.com/s/8XYO3vPYgG6QvYKaJpHcZw	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/Ce3gctK-4rvQLwfr1-HX7w	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/EW4h6XtW4YVAgj1t0eY-rA	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/EuZ6s68-E_QoqYuj2mrw2w	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/IX-g5-hnN0g9D8YZxjc1xw	direct:/jdhy/hygq/	enum-other-site
https://mp.weixin.qq.com/s/IX-g5-hnN0g9D8YZxjc1xw	jdhy-root	enum-other-site
